model_name,data_file,trained_at,training_duration,num_layers,layer_sizes,learning_rate,epochs,batch_size,test_size,num_features,num_outputs,mae,rmse,r2,mape,max_error,median_ae,val_loss_best,best_epoch,inference_time_ms,activation,loss_function,optimizer,dropout_rate,early_stopping,batch_norm
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_121311,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:13:11,26.882875,4,"[1024, 1024, 1024, 512]",0.0025794366047653,50,64,0.2,13,1,0.1385522206479915,0.2033852848122606,0.627174612833729,7.6625828198875,0.8367832003784179,0.0941809490394591,0.044303186237812,18,0.6266944650290669,tanh,mse,Nadam,0.1391811174411938,True,True
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_121339,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:13:39,27.619263,3,"[512, 832, 320]",0.0004324363584058,50,32,0.2,13,1,0.0543992421603548,0.0800935708048652,0.9421821771634532,3.0356128449759696,0.33995839012146,0.0356958666610718,0.0037462904583662,43,0.336868607479593,tanh,huber,Nadam,0.3056302256415329,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_121355,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:13:55,15.101566,4,"[768, 1024, 640, 704]",0.0364852389441153,50,64,0.2,13,1,0.1942721640123491,0.2401501048708745,0.4802051373535799,9.385018024015766,0.8076803078842163,0.1655433715629577,0.0296740885823965,7,0.6740088912024014,gelu,huber,RMSprop,0.2890734537370271,True,True
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_121421,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:14:21,25.305998,4,"[704, 832, 384, 576]",0.0364052903629383,50,16,0.2,13,1,0.2461807486912824,0.3345433865562698,-0.0087215973888659,13.05615762588713,0.9673056376647948,0.1905699999999999,0.1269095242023468,8,0.433733065923055,gelu,mse,AdamW,0.3382301082298924,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_121502,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:15:02,40.713264,3,"[960, 512, 768]",0.0336041169927068,150,16,0.2,13,1,0.0817851298428272,0.1230629332684672,0.8635036787850456,4.416864493937029,0.5904492845535279,0.0558860779571532,0.0266329403966665,32,0.850752643916918,swish,mse,Adam,0.1967527071913878,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_121521,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:15:21,18.120919,5,"[192, 640, 640, 64, 256]",0.0248406435048599,200,16,0.2,13,1,0.0903652584181661,0.1194869522425809,0.8713210853890535,4.781950281400715,0.5127509619522095,0.0676608060836791,0.0081596495583653,3,0.5772519802701646,swish,huber,Nadam,0.0996948501235889,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_121542,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:15:42,20.483956,3,"[640, 960, 384]",0.0025745658543041,150,64,0.2,13,1,0.0437993830857069,0.067787157555921,0.9585846564184008,2.3053356117581645,0.3428423553466797,0.0294511512374877,0.0060058636590838,36,0.3706856050353119,relu,mse,Adam,0.3094247689593614,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_121553,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:15:53,10.384666,4,"[512, 192, 640, 64]",0.0425037561811149,150,32,0.2,13,1,0.2465406374464173,0.334680546084338,-0.0095488989950036,13.064126343874626,0.9658636820983886,0.191295,0.1269047409296035,14,0.4325427006984103,swish,mse,RMSprop,0.3545785612155736,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_121638,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:16:38,44.030078,6,"[896, 320, 64, 384, 192, 64]",7.937516369373991e-05,100,16,0.2,13,1,0.0400313120759742,0.0696248586530186,0.956308689170125,2.244476082676787,0.3797045695114136,0.0200758432388304,0.0035964250564575,44,0.5445657432943151,gelu,huber,AdamW,0.202656037397179,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_121707,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:17:07,29.019694,4,"[512, 640, 832, 320]",0.0001673230781115,50,64,0.2,13,1,0.1399502425463994,0.1812488954772611,0.7039144867173058,7.30562001710305,0.7889554047775269,0.1179097180557251,0.0185939613729715,48,0.714657099350639,swish,huber,Adam,0.2281702262243247,True,True
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_121717,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:17:17,8.260299,6,"[64, 64, 64, 960, 64, 64]",1.2577737999933905e-05,100,128,0.2,13,1,2.2791308810464064,2.3035077344864408,-46.823986076991325,104.44872887037874,2.877067647578716,2.3273875171518323,2.2457287311553955,0,0.9262725926827692,gelu,mae,AdamW,0.0008516323838481,True,True
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_121738,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:17:38,21.144763,2,"[768, 384]",3.90277291993104e-05,100,128,0.2,13,1,0.1294862143213852,0.1972893372620322,0.6491886390451356,7.114091322320798,0.7903960456848145,0.075700478630066,0.1407841742038726,97,0.426269959712374,relu,mae,Adam,0.2434359687383082,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_121808,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:18:08,29.336132,6,"[896, 320, 64, 320, 896, 960]",0.0033462996328548,150,64,0.2,13,1,0.0872612385474771,0.1283784967685215,0.8514574094171845,4.302732330762728,0.7030152882385254,0.0506067447662352,0.0088108405470848,30,0.612755184588225,relu,huber,AdamW,0.3983542010093033,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_121840,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:18:40,31.531383,2,"[384, 384]",0.0001325550064789,100,16,0.2,13,1,0.0649868162892521,0.0975383521527541,0.9142533325806108,3.622312587375833,0.4287513008117676,0.0474155616760254,0.0137132564559578,49,0.3622994906660439,relu,mse,AdamW,0.1759649295359943,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_122001,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:20:01,79.497195,5,"[704, 832, 320, 960, 512]",0.0026006732344318,200,16,0.2,13,1,0.0261242351856784,0.0530078118723654,0.9746751911494737,1.3147528063994698,0.6602724397277833,0.0177860388946531,0.0266378130763769,36,0.6497662136520164,relu,mae,Adam,0.0651679681221832,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_122211,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:22:11,129.076261,5,"[832, 768, 192, 1024, 512]",0.0006863016053259,200,16,0.2,13,1,0.0148965706422363,0.0309004548307837,0.9913941025717932,0.7832796551708062,0.5050438268661499,0.0103146570587158,0.0147318495437502,42,1.112153132756551,gelu,mae,AdamW,0.0526001530545311,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_122400,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:24:00,107.917765,5,"[320, 768, 256, 1024, 576]",0.0007133494463482,200,16,0.2,13,1,0.0113864301998718,0.0143173426526202,0.998152471019677,0.5350900970836833,0.041270919342041,0.0093140853118898,0.0114613696932792,51,0.7549861203069272,gelu,mae,Adam,0.0393948560110551,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_122509,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:25:09,68.167827,5,"[320, 704, 256, 1024, 640]",0.0006325603976739,200,16,0.2,13,1,0.02761077406244,0.0596532950439851,0.9679273166285286,1.672392125269742,0.3428535250473021,0.0113745039367676,0.0326464250683784,27,0.7200971029806829,gelu,mae,RMSprop,0.0058838975033202,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_122702,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:27:02,112.236262,5,"[320, 512, 192, 832, 576]",0.001130582811214,200,16,0.2,13,1,0.0638995336225758,0.1169434935510196,0.8767410257948302,3.701577337779268,0.6797610640716554,0.0327852125549315,0.0693870186805725,42,1.136699448461118,gelu,mae,AdamW,0.0592258428462638,True,True
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_122742,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:27:42,38.657121,5,"[128, 768, 512, 832, 768]",0.0118518246574926,200,32,0.2,13,1,0.0490345578233055,0.1317491671387417,0.8435548231438985,3.465108774426831,0.5822503315734864,0.0132220036888122,0.0580463223159313,17,0.7138969241708949,gelu,mae,Adam,0.053723862068183,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_122803,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:28:03,20.401636,6,"[384, 896, 192, 832, 384, 1024]",0.0003296083640376,200,128,0.2,13,1,0.0618372782656075,0.1223142984398977,0.865159337090232,3.851282027623197,0.6281352984237671,0.0251876856040955,0.0700608342885971,16,0.7326948469963627,gelu,mae,Adam,0.1263552234838381,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_122902,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:29:02,58.223328,5,"[640, 704, 448, 1024, 448]",0.0067843933505035,200,16,0.2,13,1,0.0517323624004834,0.0754753960775384,0.9486574750088612,2.452116354091076,0.5086859929656982,0.0396834046173094,0.054187998175621,17,0.6131948768228724,relu,mae,Adam,0.0571287229797155,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_122949,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:29:49,46.44609,5,"[832, 896, 192, 896, 640]",0.0016118070738993,200,16,0.2,13,1,0.0781117876018303,0.1009755366891269,0.9081035442500428,3.845960682617068,0.5473172485733033,0.0695598179054259,0.0759016275405883,13,0.5818657253099525,tanh,mae,Adam,0.0846935272321016,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_123035,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:30:35,44.359064,5,"[640, 576, 320, 704, 448]",0.0008608949996343,200,16,0.2,13,1,0.0451827565003132,0.0878849141121668,0.9303862407615466,2.300543773772932,0.6492533980560302,0.0313156392288207,0.0404142029583454,20,0.8374556251194166,relu,mae,Adam,0.0341446848535885,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_123154,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:31:54,77.274339,6,"[256, 768, 256, 1024, 768, 512]",0.0051635339485267,200,16,0.2,13,1,0.064302475797128,0.0920533019997532,0.9236260654678496,3.2837269925937926,0.4934174182128905,0.0497668183135986,0.0693869143724441,15,2.8379710688107256,gelu,mae,Adam,0.1040281057483828,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_123305,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:33:05,68.349299,5,"[768, 896, 128, 896, 448]",0.0003089166516111,200,16,0.2,13,1,0.0370081174745421,0.0617437275171603,0.9656400826194194,2.059709340867286,0.3043262906646728,0.0208624026489259,0.0393932648003101,26,0.5373445110044618,gelu,mae,AdamW,0.1433008128102427,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_123355,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:33:55,48.531225,5,"[448, 768, 448, 704, 704]",0.0012364885798171,200,16,0.2,13,1,0.0956631722070168,0.1482389512123011,0.8019425929485866,5.132993241736736,0.7040200426101684,0.059132523651123,0.0865803211927414,11,0.9080957675325698,relu,mae,Nadam,0.0288391434952341,True,True
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_123423,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:34:23,27.743097,6,"[576, 640, 320, 960, 1024, 576]",0.0106100049911549,200,16,0.2,13,1,1.2347706212394824,1.384386309441724,-16.27352660368061,59.038430344662416,2.5711158194732664,1.3095967342758177,1.1916484832763672,3,0.4794083643650663,tanh,mae,RMSprop,0.0808166307977312,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_123454,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:34:54,30.059017,4,"[1024, 832, 256, 768]",0.0006442205207406,200,128,0.2,13,1,0.0173164188308992,0.0349995495794495,0.9889594341537188,1.0463378509605574,0.2783117068481444,0.0084430708312988,0.0216518677771091,62,0.4442221876503765,gelu,mae,Adam,0.033840488821389,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_123516,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:35:16,21.460339,4,"[1024, 960, 128, 768]",0.0001925134975273,200,128,0.2,13,1,0.1608708387164102,0.2387670090717972,0.4861752020914123,8.89073821599288,1.0218286769104004,0.1058766648483275,0.1548617035150528,25,0.71466616962267,gelu,mae,Nadam,0.1409112955625665,True,True
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_123540,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:35:40,23.499222,4,"[1024, 576, 512, 576]",0.0006005066625733,200,128,0.2,13,1,0.0213404533786359,0.0438714277034366,0.9826527771648104,1.2625346153629704,0.3941065369796752,0.0106626084899903,0.0253520514816045,40,0.4998570767001829,gelu,mae,AdamW,0.0276702700204971,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_123601,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:36:01,19.808109,4,"[1024, 576, 512, 576]",0.0005467546642822,200,128,0.2,13,1,0.0273959964188976,0.0536493092640734,0.97405852348891,1.63952239960249,0.3843027140426636,0.0138754125404357,0.0318061001598835,29,0.5400461563165637,gelu,mae,AdamW,0.0302742203837633,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_123628,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:36:28,26.883977,3,"[960, 704, 832]",0.0016981587498147,200,128,0.2,13,1,0.0161321055848356,0.0276913930398831,0.993088759128254,0.8960042595455986,0.2184322177124023,0.0099990831756591,0.0190421920269727,45,0.573701616646587,gelu,mae,AdamW,0.0237031088629035,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_123655,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:36:55,25.967506,3,"[896, 704, 896]",0.0017511602447324,200,128,0.2,13,1,0.0186968002575722,0.0341142657562435,0.9895108939020896,1.0668178531621018,0.2801213970184326,0.0112023055267334,0.0208513513207435,38,0.4934616710828697,gelu,mae,AdamW,0.0019581777563372,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_123724,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:37:24,29.285902,3,"[960, 832, 1024]",0.0003709160306898,50,128,0.2,13,1,0.0401282975699936,0.0733182086686445,0.9515504092619554,2.361962230882352,0.3995504166412353,0.0205067892456054,0.0475296191871166,48,0.4925261373105256,gelu,mae,AdamW,0.115137163529259,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_123742,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:37:42,16.691351,2,"[960, 960]",0.0009707900489239,200,32,0.2,13,1,0.1171072633841418,0.180626100495251,0.7059457681676646,6.651975633902545,0.8395519962310791,0.0807245381355286,0.1228658780455589,7,0.5470963491909746,tanh,mae,Nadam,0.0835767384647956,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_123811,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:38:11,27.827426,3,"[832, 768, 960]",0.0041789272032671,50,128,0.2,13,1,0.0259359320453284,0.0439193008841046,0.9826148973926924,1.457261215449268,0.2791736831665039,0.0151725783920289,0.0305187925696373,22,0.7175539714702661,gelu,mae,AdamW,0.0418984790910237,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_123854,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:38:54,41.413934,4,"[960, 1024, 768, 896]",0.0020897714807456,200,128,0.2,13,1,0.1547054323786583,0.2270052361138076,0.5355508513406662,8.448231859742583,0.8756690731048584,0.1061842060852049,0.0687256827950477,18,1.5213619107785432,gelu,mse,RMSprop,0.1628684819624326,True,True
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_124059,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:40:59,124.086263,3,"[896, 832, 256]",6.461780237303933e-05,150,32,0.2,13,1,0.0241273658255563,0.0413210191911764,0.9846110683230092,1.2996025923918677,0.2003422724533081,0.0135328976631163,0.0010291364742442,114,0.6854650766953179,gelu,huber,Adam,0.0148617527798715,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_124210,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:42:10,70.060165,4,"[832, 704, 704, 768]",0.0003072273480918,200,64,0.2,13,1,0.0320836551195642,0.0566528946305046,0.971072518071381,1.8668957556576984,0.3253540741729737,0.0174399494171142,0.0044853817671537,70,0.7575335709945015,swish,mse,Adam,0.0771294788263083,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_124237,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:42:37,26.329877,3,"[1024, 640, 384]",0.0002187018085732,50,128,0.2,13,1,0.049297133641312,0.1258242007001389,0.8573095912455801,3.367564316754259,0.579801657371521,0.0152935158157347,0.0587120950222015,45,0.5945779275203097,gelu,mae,AdamW,0.1004711038510421,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_124317,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:43:17,39.653982,3,"[896, 704, 896]",0.0017119125089716,200,128,0.2,13,1,0.0178620153730503,0.0283326272746281,0.9927649736303048,0.9593449847028174,0.2373122943115233,0.0124994253540038,0.0199539978057146,52,0.670741433682649,gelu,mae,AdamW,0.0147800332907735,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_124351,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:43:51,33.418714,2,"[960, 768]",0.0013009753791928,200,128,0.2,13,1,0.0192600927931329,0.0377392501294035,0.9871633129128948,1.1420115511737163,0.2672313025665283,0.0092320575714111,0.0213952306658029,67,0.6296077500218931,gelu,mae,AdamW,0.0446383470252366,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_124440,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:44:40,48.236887,3,"[832, 896, 960]",0.0008425928498959,200,128,0.2,13,1,0.015875809687877,0.0290386924747187,0.9923998784759808,0.8952577365491164,0.2241273867416382,0.0081985398101807,0.0175137408077716,62,0.6638605525528176,gelu,mae,AdamW,0.0187368247029985,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_124528,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:45:28,46.638828,4,"[704, 896, 896, 640]",0.0004423779052644,100,128,0.2,13,1,0.0311823757729323,0.0528676344522209,0.9748089553008418,1.7595716713924032,0.243535315093994,0.0165988051605225,0.0019389868248254,45,0.6256544071695078,gelu,huber,AdamW,0.0667362319271049,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_124641,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:46:41,72.32744,3,"[768, 960, 960]",0.0008248690970656,150,64,0.2,13,1,0.0240205596737239,0.0409049461489503,0.9849194190529208,1.3072901251083868,0.2647477162551879,0.0156404479598998,0.0279813054949045,63,0.739972660506981,swish,mae,AdamW,0.0429350085949868,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_124731,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:47:31,49.037514,2,"[832, 832]",0.000753387755384,200,128,0.2,13,1,0.0153142647251875,0.030845810723338,0.9914245128542936,0.9204611337528372,0.2019701945114136,0.0077409896087647,0.0175347905606031,99,0.4596947759821795,gelu,mae,Nadam,0.0201974721725248,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_124748,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:47:48,15.555544,2,"[832, 832]",0.0029820102181387,200,128,0.2,13,1,0.1385546082046757,0.20656559096056,0.6154238200206019,7.728840711110164,0.8660798402404786,0.0897496664428709,0.1515216678380966,16,0.8755222610805345,tanh,mae,Nadam,0.0109704225457713,True,True
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_124854,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:48:54,65.580423,2,"[704, 1024]",0.0004502014063741,100,32,0.2,13,1,0.0264105765825078,0.0460159746328391,0.9809153732093524,1.4527616303099944,0.2243183406448363,0.0152407655334472,0.0028279905673116,60,0.5253061004306959,gelu,mse,Nadam,0.2629891562724824,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_124948,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:49:48,53.574651,2,"[768, 448]",8.362404522603255e-05,150,64,0.2,13,1,0.0804498719038479,0.1111248602008202,0.8887016113289757,4.4550141690887255,0.4092174282073975,0.0570693991851807,0.0074432240799069,117,0.4992631898410078,gelu,huber,Nadam,0.0204124443981741,True,False
model_results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003__250525_125116,results_3D_GE_Applied_Current_1MKOH_63_02_1MKOH_input_parameters_DOE_maximin_lhs_processed_003.csv,2025-05-25 12:51:16,87.530993,2,"[576, 960]",0.0001451438562543,200,16,0.2,13,1,0.0577667594520596,0.1324852408750622,0.8418018425292183,3.827665333718286,0.5760491660308837,0.0239958105468749,0.0660966113209724,61,0.4024980724721715,swish,mae,Nadam,0.0676445122142586,True,False
